date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:13:00	8711/8711	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:04%20GMT	https://www.amazonebookpublishers.co/images/client-06.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/client-06.png	(from https://www.amazonebookpublishers.co/)
21:13:00	12662/12662	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:58:16%20GMT	https://www.amazonebookpublishers.co/images/footer-form-book.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/footer-form-book.webp	(from https://www.amazonebookpublishers.co/)
21:13:01	237/237	---M--	302	error ('Found')	text/html	date:Wed,%2018%20Jun%202025%2016:13:00%20GMT	https://www.amazonebookpublishers.co/terms-conditions.php	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/terms-conditions.php	(from https://www.amazonebookpublishers.co/)
21:13:01	34170/34170	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2016:13:01%20GMT	https://www.amazonebookpublishers.co/terms-conditions	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/terms-conditions.html	(from https://www.amazonebookpublishers.co/)
21:13:01	245/245	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Jun%202025%2016:13:01%20GMT	https://www.amazonebookpublishers.co/index.php	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/index.php	(from https://www.amazonebookpublishers.co/)
21:13:02	33943/33943	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:16%20GMT	https://www.amazonebookpublishers.co/images/footer-logo.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/footer-logo.png	(from https://www.amazonebookpublishers.co/)
21:13:02	225/225	---M--	302	error ('Found')	text/html	date:Wed,%2018%20Jun%202025%2016:13:02%20GMT	https://www.amazonebookpublishers.co/faqs.php	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/faqs.php	(from https://www.amazonebookpublishers.co/)
21:13:03	28008/28008	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2016:13:02%20GMT	https://www.amazonebookpublishers.co/faqs	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/faqs.html	(from https://www.amazonebookpublishers.co/)
21:13:03	235/235	---M--	302	error ('Found')	text/html	date:Wed,%2018%20Jun%202025%2016:13:03%20GMT	https://www.amazonebookpublishers.co/privacy-policy.php	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/privacy-policy.php	(from https://www.amazonebookpublishers.co/)
21:13:03	30621/30621	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Jun%202025%2016:13:03%20GMT	https://www.amazonebookpublishers.co/privacy-policy	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/privacy-policy.html	(from https://www.amazonebookpublishers.co/)
21:13:04	243/243	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:35%20GMT	https://www.amazonebookpublishers.co/images/phone-icon-f.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/phone-icon-f.png	(from https://www.amazonebookpublishers.co/)
21:13:04	354/354	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:14%20GMT	https://www.amazonebookpublishers.co/images/email-icon-f.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/email-icon-f.png	(from https://www.amazonebookpublishers.co/)
21:13:04	335/335	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:57:21%20GMT	https://www.amazonebookpublishers.co/images/address-icon-f.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/address-icon-f.png	(from https://www.amazonebookpublishers.co/)
21:13:05	6383/6383	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:08%20GMT	https://www.amazonebookpublishers.co/images/customer-review.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/customer-review.png	(from https://www.amazonebookpublishers.co/)
21:13:05	1832/1832	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:50%20GMT	https://www.amazonebookpublishers.co/images/visa-card.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/visa-card.png	(from https://www.amazonebookpublishers.co/)
21:13:06	89501/89501	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:58:59%20GMT	https://www.amazonebookpublishers.co/js/jquery.min.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/jquery.min.js	(from https://www.amazonebookpublishers.co/)
21:13:08	44338/44338	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:59:00%20GMT	https://www.amazonebookpublishers.co/js/owl.carousel.min.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/owl.carousel.min.js	(from https://www.amazonebookpublishers.co/)
21:13:08	78129/78129	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:58:57%20GMT	https://www.amazonebookpublishers.co/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/bootstrap.bundle.min.js	(from https://www.amazonebookpublishers.co/)
21:13:09	1614/1614	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:58:57%20GMT	https://www.amazonebookpublishers.co/js/about-page.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/about-page.js	(from https://www.amazonebookpublishers.co/)
21:13:09	135860/135860	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:59:00%20GMT	https://www.amazonebookpublishers.co/js/swiper.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/swiper.js	(from https://www.amazonebookpublishers.co/)
21:13:09	53550/53550	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:59:03%20GMT	https://www.amazonebookpublishers.co/slick/slick.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/slick/slick.js	(from https://www.amazonebookpublishers.co/)
21:13:10	9496/9496	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:58:58%20GMT	https://www.amazonebookpublishers.co/js/fontawesome.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/fontawesome.js	(from https://www.amazonebookpublishers.co/)
21:13:10	112880/112880	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:59:01%20GMT	https://www.amazonebookpublishers.co/js/TweenMax.min.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/TweenMax.min.js	(from https://www.amazonebookpublishers.co/)
21:13:10	10041/10041	---M--	200	added ('OK')	text/javascript	date:Mon,%2003%20Mar%202025%2021:38:22%20GMT	https://www.amazonebookpublishers.co/js/custom.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/custom.js	(from https://www.amazonebookpublishers.co/)
21:13:11	253654/253654	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:58:58%20GMT	https://www.amazonebookpublishers.co/js/jquery-ui.min.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/jquery-ui.min.js	(from https://www.amazonebookpublishers.co/)
21:13:11	22690/22690	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:58:59%20GMT	https://www.amazonebookpublishers.co/js/jquery.validate.min.js	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/jquery.validate.min.js	(from https://www.amazonebookpublishers.co/)
21:13:11	5220/5220	---M--	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2023:58:58%20GMT	https://www.amazonebookpublishers.co/js/form-submit.js?990468830&brand=814983	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/js/form-submitc89e.js	(from https://www.amazonebookpublishers.co/)
21:13:12	20698/20698	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Jun%202025%2016:13:11%20GMT	https://www.amazonebookpublishers.co/index-2.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/index-2.html	(from https://www.amazonebookpublishers.co/css/bootstrap.min.css)
21:13:12	1040/1040	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:10%20GMT	https://www.amazonebookpublishers.co/css/owl.video.play.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/owl.video.play.html	(from https://www.amazonebookpublishers.co/css/owl.carousel.min.css)
21:13:13	28390/28390	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:36%20GMT	https://www.amazonebookpublishers.co/images/book-qoute.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/book-qoute.webp	(from https://www.amazonebookpublishers.co/css/style.css)
21:13:13	1034/1034	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:04%20GMT	https://www.amazonebookpublishers.co/css/ajax-loader.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/ajax-loader.html	(from https://www.amazonebookpublishers.co/css/slick-theme.css)
21:13:14	1034/1034	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:08%20GMT	https://www.amazonebookpublishers.co/css/fonts/slick.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/fonts/slick.html	(from https://www.amazonebookpublishers.co/css/slick-theme.css)
21:13:14	1052/1052	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:08%20GMT	https://www.amazonebookpublishers.co/css/fonts/slickd41dd41dd41d.html?	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/fonts/slickd41dd41dd41dd41d.html	(from https://www.amazonebookpublishers.co/css/slick-theme.css)
21:13:14	1038/1038	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:07%20GMT	https://www.amazonebookpublishers.co/css/fonts/slick-2.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/fonts/slick-2.html	(from https://www.amazonebookpublishers.co/css/slick-theme.css)
21:13:15	1038/1038	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:07%20GMT	https://www.amazonebookpublishers.co/css/fonts/slick-3.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/fonts/slick-3.html	(from https://www.amazonebookpublishers.co/css/slick-theme.css)
21:13:15	1038/1038	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:07%20GMT	https://www.amazonebookpublishers.co/css/fonts/slick-4.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/fonts/slick-4.html	(from https://www.amazonebookpublishers.co/css/slick-theme.css)
21:13:16	210166/210166	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:57:19%20GMT	https://www.amazonebookpublishers.co/images/about-banner-img.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/about-banner-img.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:16	54967/54967	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:02%20GMT	https://www.amazonebookpublishers.co/images/brands-with-us-bg-img.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/brands-with-us-bg-img.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:17	1068/1068	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:58:50%20GMT	https://www.amazonebookpublishers.co/images/what-kinds-of-book-bg-img.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/what-kinds-of-book-bg-img.html	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:18	9158/9158	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:34%20GMT	https://www.amazonebookpublishers.co/images/our-process-bg-img.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/our-process-bg-img.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:18	1064/1064	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:09%20GMT	https://www.amazonebookpublishers.co/css/images/service-icon-bg-one.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/images/service-icon-bg-one.html	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:18	188477/188477	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:51%20GMT	https://www.amazonebookpublishers.co/images/wwr-bg-img.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/wwr-bg-img.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:19	1048/1048	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:09%20GMT	https://www.amazonebookpublishers.co/css/images/yellow-ring.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/css/images/yellow-ring.html	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:19	4251/4251	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:08%20GMT	https://www.amazonebookpublishers.co/images/counter-bg.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/counter-bg.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:19	1044/1044	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:58:47%20GMT	https://www.amazonebookpublishers.co/images/slider-img-bg.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/slider-img-bg.html	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:20	265/265	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:49%20GMT	https://www.amazonebookpublishers.co/images/tick.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/tick.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:20	1046/1046	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:57:30%20GMT	https://www.amazonebookpublishers.co/images/banner-bg-img1.html	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/banner-bg-img1.html	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:20	5659/5659	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:49%20GMT	https://www.amazonebookpublishers.co/images/top-5-features11.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/top-5-features11.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:21	32230/32230	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:34%20GMT	https://www.amazonebookpublishers.co/images/our-satisfied-cutomer-stats.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/our-satisfied-cutomer-stats.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:22	794/794	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:38%20GMT	https://www.amazonebookpublishers.co/images/service-icon-bg-one.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/service-icon-bg-one.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:25	270309/270309	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:57:31%20GMT	https://www.amazonebookpublishers.co/images/banner-img.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/banner-img.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:26	4178/4178	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:20%20GMT	https://www.amazonebookpublishers.co/images/google-testi.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/google-testi.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:26	1760/1760	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Feb%202025%2023:58:49%20GMT	https://www.amazonebookpublishers.co/images/trust-pilot.jpg	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/trust-pilot.jpg	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:27	794/794	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:17%20GMT	https://www.amazonebookpublishers.co/images/g2.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/g2.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:27	1052/1052	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202025%2023:58:08%20GMT	https://www.amazonebookpublishers.co/images/cr-grass2cfd2cfd.html?1123	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/cr-grass2cfd2cfd2cfd.html	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:29	923373/923373	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Feb%202025%2023:57:18%20GMT	https://www.amazonebookpublishers.co/images/5883.jpg	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/5883.jpg	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:29	56040/56040	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:09%20GMT	https://www.amazonebookpublishers.co/images/doing-things-bg.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/doing-things-bg.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:30	2068/2068	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:34%20GMT	https://www.amazonebookpublishers.co/images/newsletter-bg.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/newsletter-bg.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:31	41881/41881	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:48%20GMT	https://www.amazonebookpublishers.co/images/tab-sec-bg.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/tab-sec-bg.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:31	571/571	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:36%20GMT	https://www.amazonebookpublishers.co/images/process-num-bg.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/process-num-bg.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:31	3236/3236	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:36%20GMT	https://www.amazonebookpublishers.co/images/process-bg.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/process-bg.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:31	25821/25821	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Feb%202025%2023:58:33%20GMT	https://www.amazonebookpublishers.co/images/menu-bg.jpg	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/menu-bg.jpg	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:32	1808037/1808037	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:37%20GMT	https://www.amazonebookpublishers.co/images/prvcy.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/prvcy.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:33	136538/136538	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:58:15%20GMT	https://www.amazonebookpublishers.co/images/footer-form-bg.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/footer-form-bg.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:33	336406/336406	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:38%20GMT	https://www.amazonebookpublishers.co/images/service-bg-img.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/service-bg-img.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:33	6609/6609	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202025%2023:58:38%20GMT	https://www.amazonebookpublishers.co/images/service-hover-bg.png	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/service-hover-bg.png	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:34	128060/128060	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:46%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-01.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-01.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:34	92262/92262	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:46%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-02.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-02.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:34	99246/99246	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:47%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-03.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-03.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:35	125170/125170	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:47%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-04.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-04.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:35	91172/91172	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:48%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-05.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-05.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:35	97912/97912	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:48%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-06.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-06.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:35	102226/102226	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:48%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-07.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-07.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:36	123804/123804	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:49%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-08.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-08.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:36	125010/125010	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:49%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-09.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-09.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:36	51880/51880	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:50%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-10.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-10.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:37	114282/114282	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:50%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-11.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-11.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:37	62514/62514	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:51%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-12.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-12.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:37	105176/105176	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:51%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-13.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-13.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:37	47834/47834	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:52%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-14.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-14.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:38	81118/81118	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:52%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-15.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-15.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:38	41606/41606	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:53%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-16.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-16.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:38	45766/45766	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:53%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-17.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-17.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:39	75644/75644	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:53%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-18.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-18.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:40	162962/162962	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:54%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-19.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-19.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:40	107912/107912	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:54%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-20.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-20.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:41	61804/61804	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:55%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-21.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-21.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
21:13:41	89736/89736	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Feb%202025%2023:57:55%20GMT	https://www.amazonebookpublishers.co/images/books/book-covers-22.webp	C:/My%20Web%20Sites/Ebook/www.amazonebookpublishers.co/images/books/book-covers-22.webp	(from https://www.amazonebookpublishers.co/css/custom.css)
